"ship_state","sku","total_units_sold","total_revenue","total_orders","avg_order_value"
"HIMACHAL PRADESH","J0005-DR-S","1","899.00","1","899.00"
"HIMACHAL PRADESH","J0005-DR-L","1","899.00","1","899.00"
"HARYANA","SET444-KR-SH-XS","1","899.00","1","899.00"
"HARYANA","SET444-KR-SH-S","1","899.00","1","899.00"
"DELHI","J0431-DR-XS","1","899.00","1","899.00"
"MAHARASHTRA","J0415-DR-S","1","899.00","1","899.00"
"MAHARASHTRA","J0415-DR-XL","1","899.00","1","899.00"
"MAHARASHTRA","J0415-DR-XXL","1","899.00","1","899.00"
"MAHARASHTRA","J0431-DR-XXL","1","899.00","1","899.00"
"DELHI","J0415-DR-S","1","899.00","1","899.00"
"HARYANA","SET373-KR-PP-S","1","899.00","1","899.00"
"HARYANA","SET359-KR-NP-XXL","1","899.00","1","899.00"
"HARYANA","SET348-KR-NP-XXXL","1","899.00","1","899.00"
"HARYANA","SET348-KR-NP-XL","1","899.00","1","899.00"
"HARYANA","SET344-KR-NP-XS","1","899.00","1","899.00"
"HARYANA","SET344-KR-NP-M","1","899.00","1","899.00"
"MAHARASHTRA","SAR051","1","899.00","1","899.00"
"HARYANA","SET341-KR-NP-XXXL","1","899.00","1","899.00"
"DELHI","J0338-DR-XS","1","899.00","1","899.00"
"MAHARASHTRA","NW037-TP-SR-XL","2","899.00","2","449.50"
"BIHAR","SET344-KR-NP-S","1","899.00","1","899.00"
"HARYANA","J0338-DR-XXXL","1","899.00","1","899.00"
"DELHI","J0252-SKD-L","1","899.00","1","899.00"
"HARYANA","SET172-KR-PP-B-XL","1","899.00","1","899.00"
"HARYANA","J0431-DR-M","1","899.00","1","899.00"
"HARYANA","J0431-DR-S","1","899.00","1","899.00"
"HARYANA","JNE09210-PINK-SR-JP8101RNV","1","899.00","1","899.00"
"HARYANA","SAR068","1","899.00","1","899.00"
"TELANGANA","JNE3574-KR-S","3","899.00","3","299.67"
"TAMIL NADU","SET348-KR-NP-M","1","899.00","1","899.00"
"TAMIL NADU","SET348-KR-NP-XS","1","899.00","1","899.00"
"TAMIL NADU","SET359-KR-NP-M","1","899.00","1","899.00"
"DELHI","J0005-DR-M","1","899.00","1","899.00"
"TAMIL NADU","SET444-KR-SH-L","1","899.00","1","899.00"
"TAMIL NADU","SET444-KR-SH-S","1","899.00","1","899.00"
"TAMIL NADU","SET444-KR-SH-XXL","1","899.00","1","899.00"
"TELANGANA","J0005-DR-B-M","1","899.00","1","899.00"
"TELANGANA","J0005-DR-M","1","899.00","1","899.00"
"CHHATTISGARH","SET348-KR-NP-XS","1","899.00","1","899.00"
"TELANGANA","J0431-DR-XXXL","1","899.00","1","899.00"
"TELANGANA","J0431-DR-M","1","899.00","1","899.00"
"CHHATTISGARH","SET341-KR-NP-XXL","1","899.00","1","899.00"
"TELANGANA","J0431-DR-L","1","899.00","1","899.00"
"TELANGANA","J0415-DR-XXL","1","899.00","1","899.00"
"TELANGANA","J0415-DR-XL","1","899.00","1","899.00"
"TELANGANA","J0415-DR-S","1","899.00","1","899.00"
"TELANGANA","J0415-DR-L","1","899.00","1","899.00"
"WEST BENGAL","SET444-KR-SH-L","1","899.00","1","899.00"
"WEST BENGAL","NW037-TP-SR-M","2","899.00","2","449.50"
"WEST BENGAL","NW037-TP-SR-XL","2","899.00","2","449.50"
"WEST BENGAL","SAR053","1","899.00","1","899.00"
"WEST BENGAL","SET341-KR-NP-XXXL","1","899.00","1","899.00"
"WEST BENGAL","SET343-KR-NP-L","1","899.00","1","899.00"
"WEST BENGAL","SET348-KR-NP-XS","1","899.00","1","899.00"
"WEST BENGAL","SAR062","1","898.00","1","898.00"
"WEST BENGAL","SET333-KR-DPT-XXL","1","898.00","1","898.00"
"WEST BENGAL","PSET268-KR-NP-5XL","1","898.00","1","898.00"
"TAMIL NADU","JNE3461-KR-S","2","898.00","2","449.00"
"HARYANA","JNE3822-KR-XL","2","898.00","2","449.00"
"KERALA","JNE3817-KR-S","2","898.00","2","449.00"
"KARNATAKA","JNE3774-KR-XXXL","2","898.00","2","449.00"
"PUDUCHERRY","PSET264-KR-NP-5XL","1","898.00","1","898.00"
"RAJASTHAN","JNE3822-KR-XS","2","898.00","2","449.00"
"DELHI","MEN5003-KR-XL","2","898.00","2","449.00"
"UTTAR PRADESH","SAR030","1","898.00","1","898.00"
"WEST BENGAL","MEN5003-KR-L","2","898.00","2","449.00"
"KARNATAKA","JNE3822-KR-S","2","898.00","2","449.00"
"ANDHRA PRADESH","JNE3774-KR-XS","2","898.00","2","449.00"
"WEST BENGAL","MEN5003-KR-M","2","898.00","2","449.00"
"RAJASTHAN","MEN5003-KR-XXXL","2","898.00","2","449.00"
"UTTAR PRADESH","PSET264-KR-NP-5XL","1","898.00","1","898.00"
"TELANGANA","JNE3421-KR-N-S","2","898.00","2","449.00"
"DELHI","SET333-KR-DPT-XL","1","898.00","1","898.00"
"MAHARASHTRA","NW037-TP-SR-XXL","2","898.00","2","449.00"
"ANDHRA PRADESH","JNE3421-KR-N-L","2","898.00","2","449.00"
"KERALA","PSET268-KR-NP-6XL","1","898.00","1","898.00"
"GUJARAT","JNE3294-KR-XXXL","2","898.00","2","449.00"
"MAHARASHTRA","JNE2009-KR-310-XL","3","897.00","3","299.00"
"KARNATAKA","JNE2307-KR-572-L","3","897.00","3","299.00"
"TAMIL NADU","JNE3579-KR-XXXL","3","897.00","3","299.00"
"MAHARASHTRA","JNE3446-KR-XS","3","897.00","3","299.00"
"TAMIL NADU","JNE1234-MULTI-KR-032-L","3","897.00","3","299.00"
"TAMIL NADU","JNE3446-KR-S","3","897.00","3","299.00"
"TELANGANA","JNE3579-KR-XXXL","3","897.00","3","299.00"
"MAHARASHTRA","JNE1998-KR-311-XXL","3","897.00","3","299.00"
"KARNATAKA","JNE1234-MULTI-KR-032-S","3","897.00","3","299.00"
"KARNATAKA","JNE3422-KR-XXL","3","897.00","3","299.00"
"KARNATAKA","JNE3644-TP-N-XXL","3","897.00","3","299.00"
"MAHARASHTRA","JNE3422-KR-XL","3","897.00","3","299.00"
"MAHARASHTRA","JNE3644-TP-N-XXL","3","897.00","3","299.00"
"GUJARAT","NW002-TP-PJ-XL","2","896.00","2","448.00"
"GUJARAT","J0088-TP-XL","2","896.00","2","448.00"
"KARNATAKA","NW029-ST-SR-L","2","896.00","2","448.00"
"WEST BENGAL","NW029-ST-SR-XS","2","896.00","2","448.00"
"WEST BENGAL","SET203-KR-DPT-XS","2","895.00","2","447.50"
"ODISHA","JNE3645-TP-N-XXL","2","895.00","2","447.50"
"UTTAR PRADESH","J0279-SET-XXXL","1","895.00","1","895.00"
"TELANGANA","SET271-KR-NP-S","1","895.00","1","895.00"
"MAHARASHTRA","J0279-SET-XXXL","1","895.00","1","895.00"
"MAHARASHTRA","J0279-SET-S","1","895.00","1","895.00"
"JAMMU & KASHMIR","J0279-SET-XL","1","895.00","1","895.00"
"MAHARASHTRA","J0279-SET-M","1","895.00","1","895.00"
"KARNATAKA","J0279-SET-L","1","895.00","1","895.00"
"TELANGANA","SET271-KR-NP-XXL","1","895.00","1","895.00"
"KERALA","SET271-KR-NP-S","1","895.00","1","895.00"
"RAJASTHAN","JNE3510-KR-XL","2","895.00","2","447.50"
"GOA","SET271-KR-NP-S","1","895.00","1","895.00"
"UTTAR PRADESH","SET271-KR-NP-XS","1","895.00","1","895.00"
"WEST BENGAL","J0279-SET-M","1","895.00","1","895.00"
"KARNATAKA","J0279-SET-XXL","1","895.00","1","895.00"
"JAMMU & KASHMIR","SET271-KR-NP-S","1","895.00","1","895.00"
"WEST BENGAL","JNE3703-KR-XXL","3","894.00","3","298.00"
"WEST BENGAL","JNE3510-KR-XXL","2","894.00","2","447.00"
"RAJASTHAN","JNE3510-KR-M","2","894.00","2","447.00"
"KARNATAKA","JNE3775-KR-M","3","893.00","3","297.67"
"MAHARASHTRA","JNE3761-KR-XS","3","893.00","3","297.67"
"DELHI","JNE3761-KR-M","3","893.00","3","297.67"
"ANDHRA PRADESH","JNE3718-KR-XXXL","2","893.00","2","446.50"
"GUJARAT","JNE3718-KR-XL","2","893.00","2","446.50"
"TAMIL NADU","JNE3775-KR-XXL","3","893.00","3","297.67"
"DELHI","JNE3761-KR-XL","3","893.00","3","297.67"
"TAMIL NADU","J0104-KR-XS","2","892.00","2","446.00"
"GUJARAT","SET319-KR-NP-XS","1","892.00","1","892.00"
"DELHI","JNE3645-TP-N-M","2","892.00","2","446.00"
"WEST BENGAL","J0104-KR-XXL","2","892.00","2","446.00"
"MAHARASHTRA","J0196-TP-S","2","892.00","2","446.00"
"KARNATAKA","JNE3686-TU-XS","2","892.00","2","446.00"
"TAMIL NADU","J0104-KR-M","2","892.00","2","446.00"
"ANDHRA PRADESH","J0104-KR-XXL","2","892.00","2","446.00"
"HARYANA","J0104-KR-M","2","892.00","2","446.00"
"KARNATAKA","SET060-KR-NP-XL","1","891.00","1","891.00"
"MAHARASHTRA","JNE3384-KR-S","3","891.00","3","297.00"
"MAHARASHTRA","JNE3384-KR-XXXL","3","891.00","3","297.00"
"WEST BENGAL","JNE3763-KR-L","2","891.00","2","445.50"
"TAMIL NADU","JNE3408-KR-L","2","891.00","2","445.50"
"UTTAR PRADESH","JNE3384-KR-XS","3","891.00","3","297.00"
"MAHARASHTRA","JNE3042-KR-S","3","891.00","3","297.00"
"PUDUCHERRY","JNE1234-MULTI-KR-032-L","3","891.00","3","297.00"
"DELHI","JNE3763-KR-XL","2","891.00","2","445.50"
"TELANGANA","JNE3741-KR-XXXL","2","891.00","2","445.50"
"MAHARASHTRA","J0304-TP-XXL","3","891.00","3","297.00"
"KARNATAKA","JNE3741-KR-L","2","891.00","2","445.50"
"KARNATAKA","JNE3579-KR-XXXL","3","891.00","3","297.00"
"UTTAR PRADESH","JNE3484-KR-XL","3","891.00","3","297.00"
"MAHARASHTRA","JNE3384-KR-M","3","891.00","3","297.00"
"ANDHRA PRADESH","JNE3504-KR-XXXL","2","890.00","2","445.00"
"DELHI","JNE3636-KR-L","2","890.00","2","445.00"
"JHARKHAND","PJNE2199-KR-N-6XL","2","890.00","2","445.00"
"TAMIL NADU","JNE3633-KR-S","2","890.00","2","445.00"
"MAHARASHTRA","SET246-KR-PP-XL","2","890.00","2","445.00"
"TAMIL NADU","JNE3778-KR-L","2","890.00","2","445.00"
"TELANGANA","JNE3504-KR-L","2","890.00","2","445.00"
"TELANGANA","JNE3741-KR-M","2","890.00","2","445.00"
"MAHARASHTRA","JNE3614-KR-S","2","890.00","2","445.00"
"MAHARASHTRA","JNE3778-KR-L","2","890.00","2","445.00"
"GUJARAT","JNE3633-KR-XXL","2","890.00","2","445.00"
"MAHARASHTRA","JNE3636-KR-S","2","890.00","2","445.00"
"ANDHRA PRADESH","JNE3614-KR-XL","2","890.00","2","445.00"
"KARNATAKA","JNE3614-KR-L","2","890.00","2","445.00"
"MAHARASHTRA","JNE3636-KR-M","2","890.00","2","445.00"
"JHARKHAND","JNE3614-KR-L","2","890.00","2","445.00"
"KERALA","JNE3614-KR-M","2","890.00","2","445.00"
"KARNATAKA","SET246-KR-PP-L","2","890.00","2","445.00"
"TAMIL NADU","JNE3504-KR-XS","2","890.00","2","445.00"
"ANDHRA PRADESH","JNE3741-KR-XL","2","890.00","2","445.00"
"KERALA","JNE3614-KR-XL","2","890.00","2","445.00"
"TAMIL NADU","JNE3636-KR-XS","2","890.00","2","445.00"
"KARNATAKA","SET246-KR-PP-XL","2","890.00","2","445.00"
"TAMIL NADU","JNE3636-KR-S","2","890.00","2","445.00"
"KARNATAKA","JNE3633-KR-XXXL","2","890.00","2","445.00"
"TAMIL NADU","SET246-KR-PP-XXXL","2","890.00","2","445.00"
"TAMIL NADU","JNE3636-KR-L","2","890.00","2","445.00"
"CHANDIGARH","SET265-KR-NP-L","1","889.00","1","889.00"
"GUJARAT","SET265-KR-NP-M","1","889.00","1","889.00"
"TELANGANA","SET265-KR-NP-S","1","889.00","1","889.00"
"ASSAM","SET265-KR-NP-M","1","889.00","1","889.00"
"MAHARASHTRA","SET299-KR-PP-XXL","1","889.00","1","889.00"
"KERALA","SET299-KR-PP-XXXL","1","889.00","1","889.00"
"KARNATAKA","SET299-KR-PP-XXXL","1","889.00","1","889.00"
"MAHARASHTRA","JNE3422-KR-L","3","889.00","3","296.33"
"KERALA","SET299-KR-PP-L","1","889.00","1","889.00"
"BIHAR","SET265-KR-NP-XL","1","889.00","1","889.00"
"GUJARAT","SET299-KR-PP-XXL","1","889.00","1","889.00"
"MADHYA PRADESH","SET265-KR-NP-L","1","889.00","1","889.00"
"GUJARAT","SET265-KR-NP-XXXL","1","889.00","1","889.00"
"KERALA","SET265-KR-NP-XXXL","1","889.00","1","889.00"
"MAHARASHTRA","JNE3579-KR-S","3","889.00","3","296.33"
"TAMIL NADU","JNE3775-KR-XL","3","889.00","3","296.33"
"RAJASTHAN","SET265-KR-NP-M","1","888.00","1","888.00"
"MAHARASHTRA","SET229-KR-PP-XL","1","888.00","1","888.00"
"RAJASTHAN","SET265-KR-NP-XXXL","1","888.00","1","888.00"
"ANDHRA PRADESH","SET319-KR-NP-XL","1","888.00","1","888.00"
"MAHARASHTRA","SET353-KR-NP-S","1","888.00","1","888.00"
"KARNATAKA","J0385-KR-S","1","888.00","1","888.00"
"MAHARASHTRA","SET353-KR-NP-XL","1","888.00","1","888.00"
"CHANDIGARH","J0349-SET-XXXL","1","888.00","1","888.00"
"MAHARASHTRA","SET353-KR-NP-XS","1","888.00","1","888.00"
"CHANDIGARH","J0349-SET-XXL","1","888.00","1","888.00"
"KARNATAKA","J0385-KR-XL","1","888.00","1","888.00"
"KERALA","J0349-SET-S","1","888.00","1","888.00"
"ANDHRA PRADESH","J0385-KR-XS","1","888.00","1","888.00"
"TELANGANA","SET279-LC-XS","1","888.00","1","888.00"
"TELANGANA","SET279-LC-XXXL","1","888.00","1","888.00"
"ANDHRA PRADESH","SET265-KR-NP-S","1","888.00","1","888.00"
"ANDHRA PRADESH","SET265-KR-NP-XS","1","888.00","1","888.00"
"ODISHA","SET303-KR-NP-L","1","888.00","1","888.00"
"TAMIL NADU","SET279-LC-XL","1","888.00","1","888.00"
"TAMIL NADU","J0385-KR-L","1","888.00","1","888.00"
"PUNJAB","J0385-KR-XL","1","888.00","1","888.00"
"TAMIL NADU","SET279-LC-M","1","888.00","1","888.00"
"BIHAR","SET265-KR-NP-M","1","888.00","1","888.00"
"ANDHRA PRADESH","SET229-KR-PP-M","1","888.00","1","888.00"
"UTTAR PRADESH","SET353-KR-NP-S","1","888.00","1","888.00"
"TELANGANA","JNE3866-KR-M","1","888.00","1","888.00"
"MADHYA PRADESH","J0349-SET-XL","1","888.00","1","888.00"
"JAMMU & KASHMIR","J0385-KR-M","1","888.00","1","888.00"
"MADHYA PRADESH","SET265-KR-NP-XL","1","888.00","1","888.00"
"JAMMU & KASHMIR","J0385-KR-XXL","1","888.00","1","888.00"
"GUJARAT","SET279-LC-S","1","888.00","1","888.00"
"TELANGANA","SET229-KR-PP-XL","1","888.00","1","888.00"
"MAHARASHTRA","SET303-KR-NP-XXL","1","888.00","1","888.00"
"MADHYA PRADESH","SET265-KR-NP-XS","1","888.00","1","888.00"
"SIKKIM","SET319-KR-NP-M","1","888.00","1","888.00"
"MADHYA PRADESH","SET279-LC-XS","1","888.00","1","888.00"
"MAHARASHTRA","SET303-KR-NP-XXXL","1","888.00","1","888.00"
"GUJARAT","J0385-KR-XL","1","888.00","1","888.00"
"ODISHA","J0385-KR-XL","1","888.00","1","888.00"
"GUJARAT","J0385-KR-L","1","888.00","1","888.00"
"TELANGANA","SET303-KR-NP-M","1","888.00","1","888.00"
"ODISHA","J0385-KR-S","1","888.00","1","888.00"
"GUJARAT","SET279-LC-XS","1","888.00","1","888.00"
"TELANGANA","SET303-KR-NP-XS","1","888.00","1","888.00"
"ODISHA","J0385-KR-L","1","888.00","1","888.00"
"MANIPUR","J0349-SET-S","1","888.00","1","888.00"
"MANIPUR","J0349-SET-XXXL","1","888.00","1","888.00"
"GUJARAT","SET279-LC-XXL","1","888.00","1","888.00"
"HARYANA","J0385-KR-L","1","888.00","1","888.00"
"GUJARAT","SET279-LC-XXXL","1","888.00","1","888.00"
"UTTARAKHAND","SET265-KR-NP-L","1","888.00","1","888.00"
"MADHYA PRADESH","SET303-KR-NP-M","1","888.00","1","888.00"
"MADHYA PRADESH","SET303-KR-NP-XS","1","888.00","1","888.00"
"ASSAM","SET265-KR-NP-XL","1","888.00","1","888.00"
"UTTAR PRADESH","J0385-KR-XXL","1","888.00","1","888.00"
"UTTAR PRADESH","J0385-KR-XS","1","888.00","1","888.00"
"UTTAR PRADESH","J0385-KR-S","1","888.00","1","888.00"
"KARNATAKA","SET229-KR-PP-L","1","888.00","1","888.00"
"MAHARASHTRA","SET279-LC-XXL","1","888.00","1","888.00"
"JHARKHAND","J0385-KR-L","1","888.00","1","888.00"
"GOA","SET229-KR-PP-M","1","888.00","1","888.00"
"JHARKHAND","J0385-KR-S","1","888.00","1","888.00"
"MAHARASHTRA","SET265-KR-NP-XL","1","888.00","1","888.00"
"PUNJAB","SET265-KR-NP-XS","1","888.00","1","888.00"
"ASSAM","J0349-SET-XXXL","1","888.00","1","888.00"
"UTTARAKHAND","SET303-KR-NP-XXXL","1","888.00","1","888.00"
"TAMIL NADU","SET265-KR-NP-XXL","1","888.00","1","888.00"
"HIMACHAL PRADESH","SET303-KR-NP-M","1","888.00","1","888.00"
"ARUNACHAL PRADESH","SET229-KR-PP-M","1","888.00","1","888.00"
"UTTARAKHAND","SET319-KR-NP-M","1","888.00","1","888.00"
"TAMIL NADU","SET353-KR-NP-M","1","888.00","1","888.00"
"CHHATTISGARH","J0385-KR-L","1","888.00","1","888.00"
"KERALA","SET265-KR-NP-XS","1","888.00","1","888.00"
"MAHARASHTRA","J0385-KR-XL","1","888.00","1","888.00"
"MAHARASHTRA","J0385-KR-S","1","888.00","1","888.00"
"UTTAR PRADESH","SET303-KR-NP-S","1","888.00","1","888.00"
"MAHARASHTRA","J0104-KR-S","2","888.00","2","444.00"
"CHHATTISGARH","J0385-KR-S","1","888.00","1","888.00"
"ASSAM","SET229-KR-PP-XS","1","888.00","1","888.00"
"TAMIL NADU","JNE3535-KR-XL","2","888.00","2","444.00"
"HARYANA","SET229-KR-PP-M","1","888.00","1","888.00"
"HARYANA","SET229-KR-PP-XXL","1","888.00","1","888.00"
"MADHYA PRADESH","JNE3866-KR-M","1","888.00","1","888.00"
"RAJASTHAN","J0349-SET-XXXL","1","888.00","1","888.00"
"ANDHRA PRADESH","SET279-LC-L","1","888.00","1","888.00"
"ANDHRA PRADESH","SET279-LC-XXXL","1","888.00","1","888.00"
"RAJASTHAN","SET303-KR-NP-L","1","888.00","1","888.00"
"TELANGANA","SET353-KR-NP-M","1","888.00","1","888.00"
"TELANGANA","SET353-KR-NP-XXL","1","888.00","1","888.00"
"TELANGANA","SET353-KR-NP-XXXL","1","888.00","1","888.00"
"UTTAR PRADESH","J0104-KR-S","2","888.00","2","444.00"
"TAMIL NADU","J0385-KR-XXL","1","888.00","1","888.00"
"UTTAR PRADESH","SET229-KR-PP-XL","1","888.00","1","888.00"
"SIKKIM","SET229-KR-PP-XXXL","1","888.00","1","888.00"
"GOA","SET303-KR-NP-XXL","1","888.00","1","888.00"
"HIMACHAL PRADESH","J0385-KR-L","1","888.00","1","888.00"
"HARYANA","SET303-KR-NP-XL","1","888.00","1","888.00"
"KARNATAKA","JNE3603-KR-M","3","888.00","3","296.00"
"ODISHA","SET279-LC-M","1","888.00","1","888.00"
"KARNATAKA","SET303-KR-NP-XXL","1","888.00","1","888.00"
"ANDHRA PRADESH","SET353-KR-NP-XL","1","888.00","1","888.00"
"KARNATAKA","SET303-KR-NP-S","1","888.00","1","888.00"
"MAHARASHTRA","JNE3866-KR-XL","1","888.00","1","888.00"
"ANDAMAN & NICOBAR","SET265-KR-NP-L","1","888.00","1","888.00"
"TAMIL NADU","SET303-KR-NP-M","1","888.00","1","888.00"
"TAMIL NADU","SET303-KR-NP-XS","1","888.00","1","888.00"
"MAHARASHTRA","JNE3866-KR-L","1","888.00","1","888.00"
"TAMIL NADU","J0385-KR-S","1","888.00","1","888.00"
"UTTAR PRADESH","SET279-LC-XXXL","1","888.00","1","888.00"
"TAMIL NADU","J0385-KR-XXXL","1","888.00","1","888.00"
"RAJASTHAN","SET279-LC-XL","1","888.00","1","888.00"
"DELHI","SET265-KR-NP-XXL","1","888.00","1","888.00"
"DELHI","SET265-KR-NP-XS","1","888.00","1","888.00"
"DELHI","SET265-KR-NP-L","1","888.00","1","888.00"
"TELANGANA","J0385-KR-XXXL","1","888.00","1","888.00"
"TELANGANA","J0385-KR-L","1","888.00","1","888.00"
"KERALA","JNE3866-KR-S","1","888.00","1","888.00"
"RAJASTHAN","SET279-LC-M","1","888.00","1","888.00"
"PUNJAB","JNE3866-KR-M","1","888.00","1","888.00"
"PUNJAB","SET279-LC-S","1","888.00","1","888.00"
"HARYANA","SET279-LC-XL","1","888.00","1","888.00"
"HARYANA","SET265-KR-NP-L","1","888.00","1","888.00"
"HARYANA","SET265-KR-NP-S","1","888.00","1","888.00"
"DELHI","SET229-KR-PP-M","1","888.00","1","888.00"
"UTTAR PRADESH","SET265-KR-NP-XXXL","1","888.00","1","888.00"
"CHHATTISGARH","SET265-KR-NP-M","1","888.00","1","888.00"
"TAMIL NADU","J0385-KR-M","1","888.00","1","888.00"
"KERALA","J0385-KR-M","1","888.00","1","888.00"
"DELHI","SET229-KR-PP-XS","1","888.00","1","888.00"
"RAJASTHAN","SET265-KR-NP-L","1","888.00","1","888.00"
"WEST BENGAL","SET279-LC-XXXL","1","888.00","1","888.00"
"WEST BENGAL","SET229-KR-PP-XXL","1","888.00","1","888.00"
"WEST BENGAL","SET265-KR-NP-XS","1","888.00","1","888.00"
"WEST BENGAL","SET279-LC-L","1","888.00","1","888.00"
"WEST BENGAL","SET303-KR-NP-XS","1","888.00","1","888.00"
"WEST BENGAL","SET303-KR-NP-XL","1","888.00","1","888.00"
"WEST BENGAL","SET279-LC-M","1","888.00","1","888.00"
"DELHI","NW037-TP-SR-XXL","2","887.00","2","443.50"
"UTTAR PRADESH","JNE3625-DR-M","2","887.00","2","443.50"
"KARNATAKA","SET254-KR-NP-M","1","886.00","1","886.00"
"GUJARAT","JNE3698-KR-XXL","2","886.00","2","443.00"
"ANDHRA PRADESH","JNE3763-KR-M","2","886.00","2","443.00"
"GUJARAT","JNE3510-KR-XL","2","886.00","2","443.00"
"WEST BENGAL","JNE3369-KR-XXL","2","886.00","2","443.00"
"KERALA","SET254-KR-NP-L","1","886.00","1","886.00"
"CHHATTISGARH","SET254-KR-NP-M","1","886.00","1","886.00"
"KERALA","SET254-KR-NP-M","1","886.00","1","886.00"
"KERALA","SET254-KR-NP-XXL","1","886.00","1","886.00"
"WEST BENGAL","JNE3764-KR-M","2","886.00","2","443.00"
"SIKKIM","SET254-KR-NP-XS","1","886.00","1","886.00"
"DELHI","J0153-DR-S","2","886.00","2","443.00"
"JHARKHAND","JNE3838-KR-L","2","886.00","2","443.00"
"GUJARAT","J0153-DR-XL","2","886.00","2","443.00"
"GUJARAT","JNE3579-KR-XXXL","3","886.00","3","295.33"
"KARNATAKA","JNE3718-KR-S","2","886.00","2","443.00"
"GUJARAT","JNE3838-KR-L","2","886.00","2","443.00"
"GUJARAT","JNE3838-KR-XL","2","886.00","2","443.00"
"JAMMU & KASHMIR","SET254-KR-NP-XS","1","886.00","1","886.00"
"DELHI","JNE3510-KR-XL","2","886.00","2","443.00"
"TELANGANA","J0153-DR-S","2","886.00","2","443.00"
"MAHARASHTRA","JNE3396-KR-M","2","886.00","2","443.00"
"DELHI","SET254-KR-NP-S","1","886.00","1","886.00"
"DELHI","SET254-KR-NP-XL","1","886.00","1","886.00"
"UTTAR PRADESH","SET254-KR-NP-M","1","886.00","1","886.00"
"WEST BENGAL","JNE3698-KR-XL","2","886.00","2","443.00"
"HARYANA","JNE2153-KR-278-A-M","2","886.00","2","443.00"
"KARNATAKA","J0153-DR-S","2","886.00","2","443.00"
"UTTAR PRADESH","JNE3698-KR-XL","2","886.00","2","443.00"
"HARYANA","SET254-KR-NP-XXXL","1","886.00","1","886.00"
"HARYANA","SET254-KR-NP-XS","1","886.00","1","886.00"
"KARNATAKA","SET205-KR-DPT-A-M","2","886.00","2","443.00"
"NAGALAND","SET254-KR-NP-L","1","886.00","1","886.00"
"MAHARASHTRA","SET254-KR-NP-XXL","1","886.00","1","886.00"
"HIMACHAL PRADESH","SET254-KR-NP-M","1","886.00","1","886.00"
"GOA","JNE3396-KR-XXXL","2","886.00","2","443.00"
"KERALA","J0153-DR-XXL","2","886.00","2","443.00"
"UTTARAKHAND","SET254-KR-NP-S","1","886.00","1","886.00"
"MAHARASHTRA","J0153-DR-L","2","886.00","2","443.00"
"GUJARAT","SET254-KR-NP-XXXL","1","886.00","1","886.00"
"MAHARASHTRA","JNE3698-KR-L","2","886.00","2","443.00"
"ANDHRA PRADESH","SET254-KR-NP-XS","1","886.00","1","886.00"
"KARNATAKA","SET254-KR-NP-XXL","1","886.00","1","886.00"
"KARNATAKA","SET254-KR-NP-L","1","886.00","1","886.00"
"WEST BENGAL","SET254-KR-NP-S","1","886.00","1","886.00"
"WEST BENGAL","SET254-KR-NP-XXL","1","886.00","1","886.00"
"WEST BENGAL","SAR068","1","885.00","1","885.00"
"MAHARASHTRA","J0398-DR-XXL","1","885.00","1","885.00"
"UTTAR PRADESH","J0343-DR-S","1","885.00","1","885.00"
"UTTAR PRADESH","J0343-DR-M","1","885.00","1","885.00"
"RAJASTHAN","SAR069","1","885.00","1","885.00"
"TAMIL NADU","JNE3703-KR-XXL","3","885.00","3","295.00"
"RAJASTHAN","JNE3721-KR-M","3","885.00","3","295.00"
"MAHARASHTRA","JNE3817-KR-XL","2","885.00","2","442.50"
"RAJASTHAN","SAR070","1","885.00","1","885.00"
"MADHYA PRADESH","J0401-DR-S","1","885.00","1","885.00"
"MAHARASHTRA","SAR061","1","885.00","1","885.00"
"JHARKHAND","J0341-DR-XXXL","1","885.00","1","885.00"
"KERALA","J0343-DR-XL","1","885.00","1","885.00"
"MADHYA PRADESH","J0398-DR-XXL","1","885.00","1","885.00"
"UTTAR PRADESH","J0207-DR-XXL","1","885.00","1","885.00"
"KERALA","J0401-DR-XL","1","885.00","1","885.00"
"HARYANA","J0333-DR-XXXL","1","885.00","1","885.00"
"ANDHRA PRADESH","SAR070","1","885.00","1","885.00"
"KERALA","J0401-DR-XXXL","1","885.00","1","885.00"
"JHARKHAND","J0343-DR-S","1","885.00","1","885.00"
"KERALA","J0414-DR-XL","1","885.00","1","885.00"
"KARNATAKA","JNE3384-KR-XXL","3","885.00","3","295.00"
"KARNATAKA","JNE3384-KR-XL","3","885.00","3","295.00"
"CHHATTISGARH","J0341-DR-M","1","885.00","1","885.00"
"MADHYA PRADESH","J0401-DR-XXXL","1","885.00","1","885.00"
"ANDHRA PRADESH","J0401-DR-XS","1","885.00","1","885.00"
"DELHI","J0343-DR-S","1","885.00","1","885.00"
"PUNJAB","J0343-DR-XXL","1","885.00","1","885.00"
"HIMACHAL PRADESH","JNE3822-KR-XL","2","885.00","2","442.50"
"KARNATAKA","J0398-DR-S","1","885.00","1","885.00"
"DELHI","J0207-DR-S","1","885.00","1","885.00"
"UTTAR PRADESH","JNE3422-KR-XXL","3","885.00","3","295.00"
"ANDAMAN & NICOBAR","SET271-KR-NP-XS","1","885.00","1","885.00"
"GUJARAT","J0401-DR-M","1","885.00","1","885.00"
"KARNATAKA","JNE3817-KR-XL","2","885.00","2","442.50"
"GUJARAT","J0413-DR-M","1","885.00","1","885.00"
