"ship_state","sku","total_units_sold","total_revenue","total_orders","avg_order_value"
"WEST BENGAL","JNE3784-KR-XXXL","5","2484.00","5","496.80"
"HARYANA","J0117-TP-XL","4","2484.00","4","621.00"
"TAMIL NADU","JNE3784-KR-XXL","5","2484.00","4","621.00"
"TELANGANA","J0332-DR-XXXL","3","2484.00","3","828.00"
"KARNATAKA","J0396-DR-M","3","2483.00","3","827.67"
"KARNATAKA","JNE3878-KR-XXXL","6","2482.00","6","413.67"
"TAMIL NADU","J0117-TP-XS","4","2482.00","4","620.50"
"TELANGANA","JNE3878-KR-XXXL","6","2482.00","6","413.67"
"DELHI","SET366-KR-NP-L","2","2482.00","2","1241.00"
"MAHARASHTRA","MEN5027-KR-L","4","2481.00","4","620.25"
"MAHARASHTRA","JNE3568-KR-L","6","2480.00","6","413.33"
"MAHARASHTRA","SET408-KR-NP-M","5","2480.00","5","496.00"
"DELHI","J0297-TP-M","4","2480.00","4","620.00"
"KERALA","J0119-TP-M","4","2480.00","4","620.00"
"TELANGANA","JNE3405-KR-XXL","6","2480.00","6","413.33"
"HARYANA","J0297-TP-L","4","2480.00","4","620.00"
"MAHARASHTRA","NW039-TP-SR-XL","5","2479.00","5","495.80"
"MAHARASHTRA","JNE3706-DR-M","6","2478.00","6","413.00"
"TELANGANA","J0306-DR-XL","3","2478.00","3","826.00"
"TAMIL NADU","JNE2014-KR-178-S","7","2477.00","7","353.86"
"MAHARASHTRA","JNE3713-TP-N-XXL","7","2477.00","7","353.86"
"KERALA","MEN5009-KR-XL","5","2476.00","5","495.20"
"DELHI","SET377-KR-NP-S","2","2476.00","2","1238.00"
"RAJASTHAN","SET377-KR-NP-L","2","2476.00","2","1238.00"
"ANDHRA PRADESH","SET316-KR-DPT-XXXL","2","2476.00","2","1238.00"
"PUDUCHERRY","SET316-KR-DPT-M","2","2476.00","2","1238.00"
"TELANGANA","SET276-KR-PP-XXL","2","2476.00","2","1238.00"
"TAMIL NADU","J0244-SKD-XXL","2","2476.00","2","1238.00"
"RAJASTHAN","SET377-KR-NP-M","2","2476.00","2","1238.00"
"MAHARASHTRA","SET377-KR-NP-XL","2","2476.00","2","1238.00"
"TAMIL NADU","JNE3878-KR-XXXL","6","2476.00","6","412.67"
"KERALA","SET377-KR-NP-XL","2","2476.00","2","1238.00"
"KARNATAKA","SET377-KR-NP-XXL","2","2476.00","2","1238.00"
"MAHARASHTRA","SET276-KR-PP-M","2","2476.00","2","1238.00"
"KERALA","SET276-KR-PP-M","2","2476.00","2","1238.00"
"TAMIL NADU","SET316-KR-DPT-XXXL","2","2476.00","2","1238.00"
"RAJASTHAN","J0244-SKD-S","2","2476.00","2","1238.00"
"TELANGANA","JNE3881-DR-XXL","3","2475.00","3","825.00"
"KARNATAKA","J0416-DR-XXL","3","2475.00","3","825.00"
"TAMIL NADU","J0416-DR-L","3","2475.00","2","1237.50"
"KARNATAKA","J0333-DR-S","3","2475.00","3","825.00"
"MAHARASHTRA","J0337-TP-M","5","2475.00","5","495.00"
"ODISHA","J0284-SKD-S","2","2474.00","2","1237.00"
"KERALA","JNE3716-KR-XXL","6","2474.00","6","412.33"
"ASSAM","J0284-SKD-S","2","2474.00","2","1237.00"
"UTTARAKHAND","J0096-KR-XL","4","2473.00","4","618.25"
"KARNATAKA","J0096-KR-XXL","4","2473.00","4","618.25"
"DELHI","SET269-KR-NP-XXXL","3","2472.00","3","824.00"
"KERALA","SET264-KR-NP-XXL","3","2472.00","3","824.00"
"HARYANA","SET264-KR-NP-M","3","2472.00","3","824.00"
"MAHARASHTRA","SET073-KR-SHA-L","3","2472.00","3","824.00"
"CHHATTISGARH","SET264-KR-NP-XXXL","3","2472.00","3","824.00"
"TAMIL NADU","SET269-KR-NP-S","3","2472.00","3","824.00"
"DELHI","JNE3465-KR-XXL","5","2472.00","5","494.40"
"MAHARASHTRA","SET073-KR-SHA-S","3","2472.00","3","824.00"
"RAJASTHAN","SET269-KR-NP-L","3","2472.00","3","824.00"
"ANDHRA PRADESH","SET264-KR-NP-L","3","2472.00","3","824.00"
"ODISHA","SET264-KR-NP-XXXL","3","2472.00","2","1236.00"
"JHARKHAND","SET264-KR-NP-XL","3","2472.00","3","824.00"
"MADHYA PRADESH","SET264-KR-NP-M","3","2472.00","3","824.00"
"KARNATAKA","JNE2014-KR-178-XXXL","7","2471.00","7","353.00"
"TELANGANA","JNE2014-KR-178-M","7","2471.00","7","353.00"
"UTTAR PRADESH","J0343-DR-XS","3","2471.00","3","823.67"
"TELANGANA","JNE3764-KR-XL","6","2470.00","6","411.67"
"KARNATAKA","SET217-KR-PP-S","3","2470.00","3","823.33"
"ANDHRA PRADESH","SET331-KR-NP-XXXL","4","2470.00","4","617.50"
"HARYANA","SET331-KR-NP-M","4","2470.00","4","617.50"
"WEST BENGAL","J0381-SKD-M","2","2468.00","2","1234.00"
"TELANGANA","SET187-KR-DH-M","4","2468.00","4","617.00"
"KARNATAKA","SET187-KR-DH-XXL","4","2468.00","4","617.00"
"ANDHRA PRADESH","JNE3440-KR-N-M","6","2466.00","6","411.00"
"KERALA","JNE3423-KR-XL","6","2466.00","6","411.00"
"KERALA","JNE3405-KR-M","6","2466.00","6","411.00"
"DELHI","SET378-KR-NP-XS","2","2466.00","2","1233.00"
"ANDHRA PRADESH","JNE3440-KR-N-L","6","2466.00","6","411.00"
"WEST BENGAL","JNE3440-KR-N-XL","6","2466.00","6","411.00"
"TAMIL NADU","JNE2014-KR-178-XXL","7","2466.00","7","352.29"
"ANDHRA PRADESH","SET378-KR-NP-XS","2","2466.00","2","1233.00"
"TAMIL NADU","JNE3440-KR-N-L","6","2466.00","6","411.00"
"MAHARASHTRA","SET378-KR-NP-XS","2","2466.00","2","1233.00"
"HARYANA","J0118-TP-L","5","2466.00","5","493.20"
"MAHARASHTRA","J0096-KR-XXXL","4","2466.00","4","616.50"
"UTTAR PRADESH","JNE3659-TP-N-XXL","5","2465.00","5","493.00"
"TAMIL NADU","JNE3659-TP-N-XL","5","2465.00","5","493.00"
"UTTARAKHAND","SET324-KR-NP-XL","4","2464.00","4","616.00"
"HARYANA","SET360-KR-NP-L","2","2464.00","2","1232.00"
"TELANGANA","SET360-KR-NP-XXL","2","2464.00","2","1232.00"
"TELANGANA","JNE3506-KR-XL","4","2464.00","4","616.00"
"JHARKHAND","SET324-KR-NP-XXL","4","2464.00","4","616.00"
"UTTAR PRADESH","MEN5018-KR-L","4","2464.00","4","616.00"
"KARNATAKA","JNE3878-KR-XXL","6","2464.00","6","410.67"
"TELANGANA","SET364-KR-NP-XL","2","2464.00","2","1232.00"
"KERALA","SET324-KR-NP-XXXL","4","2464.00","4","616.00"
"BIHAR","SET360-KR-NP-XXL","2","2464.00","2","1232.00"
"DELHI","SET364-KR-NP-XS","2","2464.00","2","1232.00"
"HIMACHAL PRADESH","SET364-KR-NP-M","2","2464.00","2","1232.00"
"GOA","SET324-KR-NP-M","4","2464.00","4","616.00"
"WEST BENGAL","SET324-KR-NP-XS","4","2464.00","4","616.00"
"WEST BENGAL","SET360-KR-NP-S","2","2464.00","2","1232.00"
"DELHI","JNE3784-KR-M","5","2463.00","5","492.60"
"MAHARASHTRA","J0347-SET-XL","4","2462.00","4","615.50"
"KARNATAKA","JNE3781-KR-S","6","2462.00","6","410.33"
"TAMIL NADU","JNE3697-KR-S","5","2461.00","5","492.20"
"TELANGANA","JNE3724-KR-M","5","2461.00","5","492.20"
"TAMIL NADU","JNE2014-KR-178-XXXL","7","2460.00","7","351.43"
"DELHI","SET386-KR-NP-XXL","4","2460.00","4","615.00"
"MAHARASHTRA","JNE2014-KR-178-M","7","2460.00","7","351.43"
"KARNATAKA","SET346-KR-PP-XL","3","2459.00","3","819.67"
"HARYANA","SET230-KR-PP-XXXL","3","2459.00","3","819.67"
"UTTAR PRADESH","SET355-KR-PP-XS","2","2458.00","2","1229.00"
"KARNATAKA","SET355-KR-PP-XS","2","2458.00","2","1229.00"
"DELHI","SET355-KR-PP-XXXL","2","2458.00","2","1229.00"
"BIHAR","SET355-KR-PP-XXXL","2","2458.00","2","1229.00"
"MADHYA PRADESH","SET355-KR-PP-S","2","2458.00","2","1229.00"
"TAMIL NADU","JNE3838-KR-XXXL","6","2458.00","6","409.67"
"GUJARAT","SET355-KR-PP-S","2","2458.00","2","1229.00"
"MAHARASHTRA","SET355-KR-PP-S","2","2458.00","2","1229.00"
"TELANGANA","SET355-KR-PP-XXXL","2","2458.00","2","1229.00"
"GOA","J0244-SKD-XS","2","2458.00","2","1229.00"
"ODISHA","SET374-KR-NP-L","4","2457.00","3","819.00"
"MAHARASHTRA","JNE3860-DR-XXL","4","2456.00","4","614.00"
"MAHARASHTRA","JNE3860-DR-M","4","2456.00","4","614.00"
"PUNJAB","J0119-TP-M","4","2456.00","4","614.00"
"MAHARASHTRA","NW008-ST-CP-XXXL","4","2456.00","4","614.00"
"KERALA","J0244-SKD-M","2","2455.00","2","1227.50"
"HARYANA","J0244-SKD-M","2","2455.00","2","1227.50"
"KERALA","JNE2014-KR-178-XXXL","7","2454.00","7","350.57"
"HARYANA","SET347-KR-NP-M","3","2454.00","3","818.00"
"MAHARASHTRA","SET347-KR-NP-L","3","2454.00","3","818.00"
"MADHYA PRADESH","SET347-KR-NP-XL","3","2454.00","3","818.00"
"KARNATAKA","SET363-KR-NP-L","2","2453.00","2","1226.50"
"GUJARAT","SET363-KR-NP-XL","2","2453.00","2","1226.50"
"ASSAM","SET363-KR-NP-XL","2","2453.00","2","1226.50"
"MAHARASHTRA","SET433-KR-NP-L","4","2452.00","4","613.00"
"UTTAR PRADESH","SET330-KR-PP-M","4","2452.00","4","613.00"
"KARNATAKA","NW034-TP-PJ-XL","4","2452.00","4","613.00"
"MAHARASHTRA","MEN5024-KR-XL","4","2450.00","4","612.50"
"MAHARASHTRA","MEN5015-KR-XXL","4","2450.00","4","612.50"
"WEST BENGAL","SET328-KR-NP-M","4","2450.00","4","612.50"
"ANDHRA PRADESH","SET374-KR-NP-XS","4","2449.00","4","612.25"
"TAMIL NADU","JNE3781-KR-XXL","6","2449.00","6","408.17"
"ANDHRA PRADESH","SET044-KR-NP-XS","4","2448.00","4","612.00"
"UTTAR PRADESH","J0243-DR-XXXL","2","2448.00","2","1224.00"
"UTTAR PRADESH","J0355-KR-XL","4","2448.00","4","612.00"
"ANDHRA PRADESH","SET044-KR-NP-S","4","2448.00","2","1224.00"
"GUJARAT","SET273-KR-NP-M","4","2448.00","4","612.00"
"ANDHRA PRADESH","SET273-KR-NP-S","4","2448.00","4","612.00"
"RAJASTHAN","SET273-KR-NP-S","4","2448.00","4","612.00"
"UTTAR PRADESH","SET273-KR-NP-M","4","2448.00","4","612.00"
"KARNATAKA","SET044-KR-NP-XXXL","4","2448.00","4","612.00"
"UTTAR PRADESH","SET269-KR-NP-XXXL","3","2447.00","3","815.67"
"UTTAR PRADESH","SET269-KR-NP-XXL","3","2447.00","3","815.67"
"TELANGANA","SET269-KR-NP-M","3","2447.00","3","815.67"
"TAMIL NADU","SET269-KR-NP-L","3","2447.00","3","815.67"
"HARYANA","SET269-KR-NP-XXXL","3","2447.00","3","815.67"
"TAMIL NADU","SET269-KR-NP-XXL","3","2447.00","3","815.67"
"MAHARASHTRA","SET269-KR-NP-XXL","3","2447.00","3","815.67"
"WEST BENGAL","SET269-KR-NP-L","3","2447.00","3","815.67"
"WEST BENGAL","SET269-KR-NP-M","3","2447.00","3","815.67"
"WEST BENGAL","SET269-KR-NP-XXL","3","2447.00","3","815.67"
"MADHYA PRADESH","J0119-TP-XXXL","4","2446.00","4","611.50"
"ANDHRA PRADESH","J0119-TP-XXL","4","2446.00","4","611.50"
"HARYANA","J0119-TP-L","4","2446.00","4","611.50"
"ANDHRA PRADESH","J0331-KR-L","3","2446.00","3","815.33"
"RAJASTHAN","J0119-TP-XL","4","2446.00","4","611.50"
"MAHARASHTRA","J0331-KR-XXXL","3","2446.00","3","815.33"
"UTTAR PRADESH","J0381-SKD-M","2","2445.00","2","1222.50"
"HARYANA","JNE3659-TP-N-XXL","5","2445.00","4","611.25"
"KARNATAKA","J0381-SKD-M","2","2445.00","2","1222.50"
"KERALA","JNE3465-KR-L","5","2445.00","5","489.00"
"MAHARASHTRA","J0381-SKD-S","2","2445.00","2","1222.50"
"TAMIL NADU","J0381-SKD-M","2","2445.00","2","1222.50"
"TELANGANA","MEN5012-KR-L","4","2444.00","4","611.00"
"MAHARASHTRA","JNE3567-KR-XXXL","6","2444.00","6","407.33"
"MADHYA PRADESH","JNE3405-KR-XXXL","6","2444.00","6","407.33"
"TELANGANA","SET347-KR-NP-L","3","2444.00","3","814.67"
"MAHARASHTRA","MEN5027-KR-XL","4","2443.00","4","610.75"
"ODISHA","J0233-SKD-S","2","2442.00","2","1221.00"
"DELHI","JNE3784-KR-XXL","5","2442.00","5","488.40"
"ANDHRA PRADESH","SET280-KR-PP-M","3","2442.00","3","814.00"
"ANDHRA PRADESH","J0238-LCD-L","1","2442.00","1","2442.00"
"TELANGANA","SET378-KR-NP-L","2","2442.00","2","1221.00"
"MAHARASHTRA","J0238-LCD-XS","1","2442.00","1","2442.00"
"KARNATAKA","J0244-SKD-XS","2","2442.00","2","1221.00"
"ANDHRA PRADESH","SET378-KR-NP-M","2","2442.00","2","1221.00"
"TAMIL NADU","JNE3716-KR-XXL","6","2441.00","6","406.83"
"DELHI","SET266-KR-NP-M","3","2441.00","3","813.67"
"UTTAR PRADESH","J0234-SKD-S","2","2441.00","2","1220.50"
"JHARKHAND","SET374-KR-NP-XS","4","2441.00","4","610.25"
"DELHI","J0382-SKD-M","2","2441.00","2","1220.50"
"MADHYA PRADESH","J0234-SKD-L","2","2441.00","2","1220.50"
"GUJARAT","JNE3870-DR-XXL","3","2440.00","3","813.33"
"UTTAR PRADESH","JNE3870-DR-XL","3","2440.00","3","813.33"
"TELANGANA","SET374-KR-NP-S","4","2439.00","4","609.75"
"UTTAR PRADESH","SET073-KR-SHA-XS","3","2439.00","3","813.00"
"MAHARASHTRA","JNE3860-DR-XL","4","2438.00","4","609.50"
"DELHI","JNE3860-DR-M","4","2438.00","4","609.50"
"PUNJAB","J0349-SET-M","3","2437.00","3","812.33"
"KERALA","JNE2014-KR-178-L","7","2437.00","7","348.14"
"KARNATAKA","JNE3721-KR-XXL","8","2437.00","8","304.63"
"WEST BENGAL","JNE3787-KR-S","5","2435.00","5","487.00"
"TELANGANA","JNE3518-KR-S","5","2435.00","5","487.00"
"MAHARASHTRA","JNE3787-KR-S","5","2435.00","5","487.00"
"TELANGANA","NW034-TP-PJ-XXL","4","2434.00","4","608.50"
"KARNATAKA","NW034-TP-PJ-XXL","4","2434.00","4","608.50"
"KARNATAKA","JNE3764-KR-XXL","6","2434.00","4","608.50"
"HARYANA","NW034-TP-PJ-XXL","4","2434.00","4","608.50"
"HARYANA","J0164-DR-L","6","2433.00","6","405.50"
"KARNATAKA","JNE3697-KR-S","5","2433.00","5","486.60"
"CHHATTISGARH","SET331-KR-NP-L","4","2432.00","4","608.00"
"WEST BENGAL","PJNE2100-KR-N-6XL","4","2432.00","4","608.00"
"KARNATAKA","JNE3654-TP-L","6","2431.00","6","405.17"
"KARNATAKA","SET217-KR-PP-XL","3","2431.00","3","810.33"
"RAJASTHAN","JNE3405-KR-XS","6","2430.00","6","405.00"
"UTTAR PRADESH","SET331-KR-NP-XS","4","2430.00","4","607.50"
"TAMIL NADU","MEN5015-KR-XXL","4","2430.00","4","607.50"
"KARNATAKA","JNE3697-KR-XXL","5","2430.00","5","486.00"
"MAHARASHTRA","SET230-KR-PP-XS","3","2430.00","3","810.00"
"TAMIL NADU","JNE3568-KR-M","6","2430.00","6","405.00"
"MAHARASHTRA","JNE3423-KR-XXL","6","2430.00","6","405.00"
"KARNATAKA","JNE3721-KR-XS","8","2430.00","8","303.75"
"GUJARAT","SET383-KR-NP-XXL","4","2428.00","4","607.00"
"KARNATAKA","J0354-KR-XL","4","2428.00","4","607.00"
"MAHARASHTRA","J0413-DR-XXL","3","2428.00","3","809.33"
"DELHI","MEN5004-KR-L","5","2427.00","5","485.40"
"MAHARASHTRA","JNE3881-DR-L","3","2426.00","3","808.67"
"ANDHRA PRADESH","SET324-KR-NP-XS","4","2426.00","4","606.50"
"KARNATAKA","J0234-SKD-XXXL","2","2426.00","2","1213.00"
"MAHARASHTRA","SET310-KR-NP-XL","2","2426.00","2","1213.00"
"KARNATAKA","JNE3439-KR-XXL","6","2426.00","6","404.33"
"UTTAR PRADESH","JNE3785-KR-L","7","2426.00","7","346.57"
"KARNATAKA","SET230-KR-PP-S","3","2426.00","3","808.67"
"RAJASTHAN","SET331-KR-NP-S","4","2426.00","4","606.50"
"UTTARAKHAND","SET324-KR-NP-M","4","2426.00","4","606.50"
"RAJASTHAN","SET331-KR-NP-L","4","2426.00","4","606.50"
"GUJARAT","SET328-KR-NP-XL","4","2426.00","4","606.50"
"KARNATAKA","J0109-SKD-XL","2","2426.00","2","1213.00"
"MADHYA PRADESH","SET324-KR-NP-XXL","4","2426.00","4","606.50"
"DELHI","SET331-KR-NP-S","4","2426.00","4","606.50"
"WEST BENGAL","JNE3784-KR-L","5","2425.00","5","485.00"
"MADHYA PRADESH","JNE3784-KR-L","5","2425.00","5","485.00"
"UTTAR PRADESH","SET331-KR-NP-XXXL","4","2424.00","4","606.00"
"ANDHRA PRADESH","MEN5025-KR-XXXL","4","2424.00","4","606.00"
"MAHARASHTRA","MEN5025-KR-XXXL","4","2424.00","4","606.00"
"WEST BENGAL","MEN5023-KR-L","4","2424.00","4","606.00"
"TAMIL NADU","JNE3704-KR-XS","5","2423.00","5","484.60"
"DELHI","J0308-DR-XL","3","2423.00","3","807.67"
"ANDHRA PRADESH","JNE3487-KR-XXXL","7","2422.00","7","346.00"
"KERALA","J0119-TP-XXL","4","2422.00","4","605.50"
"KERALA","SET269-KR-NP-XXXL","3","2422.00","3","807.33"
"KARNATAKA","JNE3675-TU-XXL","4","2422.00","4","605.50"
"KARNATAKA","J0347-SET-L","4","2422.00","4","605.50"
"TAMIL NADU","JNE3640-TP-N-XL","4","2422.00","4","605.50"
"TAMIL NADU","SET350-KR-NP-M","2","2421.00","2","1210.50"
"TAMIL NADU","JNE3810-KR-XXL","4","2421.00","4","605.25"
"TAMIL NADU","JNE3810-KR-XL","4","2421.00","4","605.25"
"KARNATAKA","JNE3810-KR-XS","4","2421.00","4","605.25"
"ODISHA","J0335-DR-M","3","2421.00","3","807.00"
"TAMIL NADU","SET350-KR-NP-XXXL","2","2421.00","2","1210.50"
"UTTARAKHAND","SET350-KR-NP-S","2","2421.00","2","1210.50"
"MADHYA PRADESH","SET350-KR-NP-XXXL","2","2421.00","2","1210.50"
"HARYANA","SET350-KR-NP-XXXL","2","2421.00","2","1210.50"
"KARNATAKA","SET350-KR-NP-XXL","2","2421.00","2","1210.50"
"RAJASTHAN","SET355-KR-PP-XS","2","2421.00","2","1210.50"
"WEST BENGAL","SET350-KR-NP-L","2","2421.00","2","1210.50"
"DELHI","JNE3440-KR-N-XXXL","6","2420.00","6","403.33"
"MADHYA PRADESH","JNE3721-KR-XL","8","2419.00","8","302.38"
"TELANGANA","SET224-KR-NP-XXL","2","2419.00","2","1209.50"
"UTTAR PRADESH","SET014-KR-PP-XL","3","2419.00","3","806.33"
"TAMIL NADU","J0355-KR-M","4","2418.00","4","604.50"
"GUJARAT","SET324-KR-NP-L","4","2418.00","4","604.50"
"MAHARASHTRA","J0080-TP-S","4","2418.00","4","604.50"
"DELHI","SET280-KR-PP-XXL","3","2418.00","3","806.00"
"MAHARASHTRA","JNE3709-DR-XL","3","2417.00","3","805.67"
"DELHI","MEN5002-KR-L","4","2416.00","4","604.00"
"MAHARASHTRA","MEN5013-KR-L","4","2416.00","4","604.00"
"MADHYA PRADESH","MEN5002-KR-M","4","2416.00","3","805.33"
"MAHARASHTRA","NW034-TP-PJ-L","4","2416.00","4","604.00"
"UTTAR PRADESH","MEN5004-KR-M","5","2416.00","5","483.20"
"MAHARASHTRA","MEN5028-KR-M","4","2416.00","4","604.00"
"UTTARAKHAND","J0244-SKD-S","2","2414.00","2","1207.00"
"MAHARASHTRA","J0244-SKD-XL","2","2414.00","2","1207.00"
"ODISHA","J0244-SKD-XL","2","2414.00","2","1207.00"
"ODISHA","J0244-SKD-L","2","2414.00","2","1207.00"
"GUJARAT","J0244-SKD-L","2","2414.00","2","1207.00"
"TAMIL NADU","SET110-KR-PP-XS","3","2413.00","3","804.33"
"UTTAR PRADESH","SET110-KR-PP-XXXL","3","2413.00","3","804.33"
"MADHYA PRADESH","SET110-KR-PP-L","3","2413.00","3","804.33"
"KERALA","PJNE3252-KR-N-6XL","3","2413.00","3","804.33"
"ODISHA","J0284-SKD-XXXL","2","2413.00","2","1206.50"
"TELANGANA","SET110-KR-PP-XL","3","2413.00","3","804.33"
"TELANGANA","JNE3613-KR-XXXL","6","2412.00","6","402.00"
"WEST BENGAL","J0244-SKD-M","2","2412.00","2","1206.00"
"KARNATAKA","J0109-SKD-L","2","2412.00","2","1206.00"
"NAGALAND","J0244-SKD-XXXL","2","2412.00","2","1206.00"
"WEST BENGAL","J0244-SKD-XXXL","2","2412.00","2","1206.00"
"ODISHA","J0244-SKD-M","2","2412.00","2","1206.00"
"WEST BENGAL","MEN5008-KR-M","4","2412.00","4","603.00"
"TELANGANA","JNE3703-KR-XL","8","2411.00","8","301.38"
"KARNATAKA","J0348-SET-L","5","2411.00","5","482.20"
"DELHI","SET365-KR-NP-XXL","2","2411.00","2","1205.50"
"KERALA","JNE3721-KR-M","8","2410.00","8","301.25"
"DELHI","JNE3440-KR-N-L","6","2410.00","6","401.67"
"MAHARASHTRA","J0355-KR-XXL","4","2410.00","4","602.50"
"KARNATAKA","MEN5024-KR-L","4","2410.00","4","602.50"
"ODISHA","JNE3440-KR-N-M","6","2410.00","6","401.67"
"MAHARASHTRA","SET386-KR-NP-M","4","2410.00","4","602.50"
"UTTAR PRADESH","PJ0096-KR-N-5XL","3","2409.00","3","803.00"
"DELHI","JNE3784-KR-L","5","2408.00","5","481.60"
"TELANGANA","JNE3484-KR-XL","8","2408.00","8","301.00"
"WEST BENGAL","SET291-KR-PP-XL","4","2408.00","4","602.00"
"KARNATAKA","JNE3518-KR-XS","5","2406.00","5","481.20"
"MAHARASHTRA","JNE3714-KR-M","5","2406.00","5","481.20"
"KARNATAKA","J0096-KR-L","4","2406.00","4","601.50"
"MADHYA PRADESH","JNE3787-KR-XXL","5","2406.00","5","481.20"
"MAHARASHTRA","J0096-KR-M","4","2406.00","4","601.50"
"TELANGANA","JNE3546-KR-XXL","5","2406.00","5","481.20"
"MAHARASHTRA","JNE3787-KR-XS","5","2406.00","5","481.20"
"TAMIL NADU","JNE3487-KR-M","7","2405.00","7","343.57"
"DELHI","MEN5008-KR-L","4","2405.00","4","601.25"
"UTTAR PRADESH","SET316-KR-DPT-L","2","2404.00","2","1202.00"
"KERALA","JNE3697-KR-XL","5","2404.00","5","480.80"
"UTTARAKHAND","J0349-SET-M","3","2403.00","3","801.00"
"WEST BENGAL","SET347-KR-NP-XL","3","2403.00","3","801.00"
"KARNATAKA","SET397-KR-NP-L","2","2402.00","2","1201.00"
"MAHARASHTRA","SET276-KR-PP-XXXL","2","2402.00","2","1201.00"
"MAHARASHTRA","JNE3697-KR-S","5","2402.00","5","480.40"
"KERALA","JNE3484-KR-XL","8","2402.00","8","300.25"
"KARNATAKA","SET316-KR-DPT-S","2","2402.00","2","1201.00"
"UTTAR PRADESH","SET171-KR-NP-XL","3","2401.00","3","800.33"
"MAHARASHTRA","MEN5022-KR-M","4","2401.00","4","600.25"
"BIHAR","MEN5023-KR-M","4","2401.00","4","600.25"
